"location_name","iso3","wb2021","cause","pp_aware","pp_trt","pp_ctrl","pp_initiation","pp_adherence","sp_aware","sp_trt","sp_ctrl","sp_initiation","sp_adherence"
"Puerto Rico","PRI","HIC","ihd",0.656396459968339,0.318662860730707,0.143896647871897,0.485473155577466,0.451563911595899,0.667,0.432899569080956,0.245965664250543,0.649024841200833,0.568181818181818
"Qatar","QAT","HIC","ihd",0.502478862580223,0.35299829508722,0.185436555885649,0.702513720228105,0.525318559512677,0.667,0.573828925858831,0.326039162419791,0.860313232172161,0.568181818181818
"Republic of Korea","KOR","HIC","ihd",0.753166289054628,0.494040297959844,0.366305570419837,0.65595115599234,0.741448768314059,0.667,0.582121536232274,0.330750872859246,0.872745931382719,0.568181818181818
"Republic of Moldova","MDA","UMIC","ihd",0.604310238898003,0.176769618687588,0.0394643785909043,0.292514684195883,0.223253174860615,0.667,0.119033934492613,0.032463800316167,0.178461670903467,0.272727272727273
"Romania","ROU","UMIC","ihd",0.702460737817842,0.342952492771971,0.163088277727556,0.488215887819347,0.475541893308216,0.667,0.397819040571542,0.108496101974057,0.596430345684471,0.272727272727273
"Russian Federation","RUS","UMIC","ihd",0.75163989001862,0.282939229067043,0.0965201508695926,0.376429235361676,0.341133858277114,0.667,0.348871771597545,0.0951468467993304,0.523046134329153,0.272727272727273
"Rwanda","RWA","LIC","ihd",0.213200976627466,0.0411723435790132,0.0236982289434557,0.193115173440107,0.575586106678061,0.667,0.0233699590017827,0.00584248975044568,0.0350374197927777,0.25
"Saint Lucia","LCA","UMIC","ihd",0.690121864409978,0.259787150660745,0.108021182170026,0.376436632511058,0.41580648579148,0.667,0.254767167375365,0.0694819547387358,0.381959771177458,0.272727272727273
"Saint Vincent and the Grenadines","VCT","UMIC","ihd",0.616163666340889,0.225061173535978,0.101716711326101,0.365262000715674,0.451951394938587,0.667,0.218593516542545,0.0596164136025122,0.327726411608013,0.272727272727273
"Samoa","WSM","LMIC","ihd",0.348524352342414,0.0943721458650941,0.0468098616339067,0.270776332359056,0.496013534553107,0.667,0.0812039626627622,0.013533993777127,0.121745071458414,0.166666666666667
"Sao Tome and Principe","STP","LMIC","ihd",0.467944488866926,0.117477195387718,0.040534548295207,0.251049426123547,0.345041845452882,0.667,0.0657056858516984,0.0109509476419497,0.0985092741404774,0.166666666666667
"Saudi Arabia","SAU","HIC","ihd",0.476864880144329,0.24124629933986,0.125854558911064,0.505900747538472,0.521684930527222,0.667,0.392952876036441,0.22326867956616,0.589134746681321,0.568181818181818
"Senegal","SEN","LMIC","ihd",0.347850672419332,0.0850005076687635,0.0388878571530163,0.244359187457013,0.457501469338953,0.667,0.0451848856395845,0.00753081427326409,0.0677434567310113,0.166666666666667
"Serbia","SRB","UMIC","ihd",0.700835688344033,0.324039634279983,0.135445966159926,0.462361777045971,0.417991973299463,0.667,0.325188596125756,0.0886877989433879,0.48753912462632,0.272727272727273
"Seychelles","SYC","HIC","ihd",0.662704766897763,0.318389053974944,0.155196489780403,0.480438756258505,0.487442918790218,0.667,0.400667056332289,0.227651736552437,0.600700234381242,0.568181818181818
"Sierra Leone","SLE","LIC","ihd",0.348741461668049,0.0804657154131506,0.0351618266970965,0.23073171462974,0.436978985603476,0.667,0.0290521391298441,0.00726303478246103,0.0435564304795264,0.25
"Singapore","SGP","HIC","ihd",0.676383146553531,0.481283790574097,0.299929902921107,0.711554971507569,0.623187210529856,0.667,0.634617458298794,0.360578101306133,0.951450462217083,0.568181818181818
"Slovakia","SVK","HIC","ihd",0.748100970061228,0.402289123028023,0.218191969010779,0.537747094479903,0.542376008996844,0.667,0.485564020207862,0.275888647845376,0.727982039292147,0.568181818181818
"Slovenia","SVN","HIC","ihd",0.674260015074205,0.337711815424956,0.144796346212044,0.500862883568426,0.428757122488714,0.667,0.436006715997261,0.247731088634807,0.653683232379701,0.568181818181818
"Solomon Islands","SLB","LMIC","ihd",0.316701629992648,0.0584027861242807,0.027610920409448,0.184409490174195,0.472767178447483,0.667,0.0302066601500304,0.0050344433583384,0.0452873465517697,0.166666666666667
"Somalia","SOM","LIC","ihd",0.377289087273522,0.107333971391633,0.0393737244885839,0.284487346737964,0.366833761744638,0.667,0.00806410397226761,0.0020160259930669,0.0120901109029499,0.25
"South Africa","ZAF","UMIC","ihd",0.499887104359339,0.214014881591817,0.10749318755157,0.428126430398922,0.502269686818266,0.667,0.219711288706927,0.0599212605564347,0.329402231944419,0.272727272727273
"South Sudan","SSD","LIC","ihd",0.378730252215102,0.110119359360282,0.0505291229727927,0.290759343137287,0.458857763669641,0.667,0.114702104516947,0.0286755261292367,0.171967173188826,0.25
"Spain","ESP","HIC","ihd",0.692387075821189,0.355260926184361,0.202818638073658,0.513095836982533,0.570900493482376,0.667,0.463856891993006,0.263555052268753,0.695437619179919,0.568181818181818
