"wb2021","year","intervention","x50q30"
"LMIC",2029,"Scenario 1",0.244583754910728
"LMIC",2029,"Scenario 2",0.244583754910728
"LMIC",2029,"Scenario 3",0.240986513589099
"LMIC",2029,"Scenario 4",0.237389201479914
"LMIC",2029,"Scenario 5",0.223003572332476
"LMIC",2030,"Alt Scenario 1",0.243240381216492
"LMIC",2030,"Business as usual",0.251701424625146
"LMIC",2030,"Scenario 1",0.243241383319708
"LMIC",2030,"Scenario 2",0.243240381216492
"LMIC",2030,"Scenario 3",0.239030783725685
"LMIC",2030,"Scenario 4",0.234822674678138
"LMIC",2030,"Scenario 5",0.218013046503959
"LMIC",2031,"Alt Scenario 1",0.241562742323768
"LMIC",2031,"Business as usual",0.251283685598706
"LMIC",2031,"Scenario 1",0.24156744911567
"LMIC",2031,"Scenario 2",0.241562742323768
"LMIC",2031,"Scenario 3",0.236732782845785
"LMIC",2031,"Scenario 4",0.231906707666959
"LMIC",2031,"Scenario 5",0.212654607678874
"LMIC",2032,"Alt Scenario 1",0.239847966566328
"LMIC",2032,"Business as usual",0.250852375995963
"LMIC",2032,"Scenario 1",0.239859114494801
"LMIC",2032,"Scenario 2",0.239847966566328
"LMIC",2032,"Scenario 3",0.234387202552754
"LMIC",2032,"Scenario 4",0.228933560293192
"LMIC",2032,"Scenario 5",0.207211351969026
"LMIC",2033,"Alt Scenario 1",0.238126413692601
"LMIC",2033,"Business as usual",0.250435307582057
"LMIC",2033,"Scenario 1",0.238147351333615
"LMIC",2033,"Scenario 2",0.238126413692601
"LMIC",2033,"Scenario 3",0.232025674845236
"LMIC",2033,"Scenario 4",0.225936206119194
"LMIC",2033,"Scenario 5",0.201722882164033
"LMIC",2034,"Alt Scenario 1",0.236350298253826
"LMIC",2034,"Business as usual",0.249978051486762
"LMIC",2034,"Scenario 1",0.236398505344337
"LMIC",2034,"Scenario 2",0.236350298253826
"LMIC",2034,"Scenario 3",0.22960345924773
"LMIC",2034,"Scenario 4",0.222873038501058
"LMIC",2034,"Scenario 5",0.196161612572297
"LMIC",2035,"Alt Scenario 1",0.234560620744847
"LMIC",2035,"Business as usual",0.249520639902759
"LMIC",2035,"Scenario 1",0.234663914084626
"LMIC",2035,"Scenario 2",0.234560620744847
"LMIC",2035,"Scenario 3",0.227162217230914
"LMIC",2035,"Scenario 4",0.219786430951473
"LMIC",2035,"Scenario 5",0.190573934195339
"LMIC",2036,"Alt Scenario 1",0.232728910635686
"LMIC",2036,"Business as usual",0.249030291575979
"LMIC",2036,"Scenario 1",0.232915899762558
"LMIC",2036,"Scenario 2",0.232728910635686
"LMIC",2036,"Scenario 3",0.224675368494359
"LMIC",2036,"Scenario 4",0.216651815610954
"LMIC",2036,"Scenario 5",0.184945269189224
"LMIC",2037,"Alt Scenario 1",0.230828025272073
"LMIC",2037,"Business as usual",0.248474580077595
"LMIC",2037,"Scenario 1",0.231218418640799
"LMIC",2037,"Scenario 2",0.230828025272073
"LMIC",2037,"Scenario 3",0.222118166430122
"LMIC",2037,"Scenario 4",0.213446945511201
"LMIC",2037,"Scenario 5",0.179265110507108
"LMIC",2038,"Alt Scenario 1",0.228834591219911
"LMIC",2038,"Business as usual",0.247824363110273
"LMIC",2038,"Scenario 1",0.229942583218269
"LMIC",2038,"Scenario 2",0.228834591219911
"LMIC",2038,"Scenario 3",0.219469772201601
"LMIC",2038,"Scenario 4",0.210153625928739
"LMIC",2038,"Scenario 5",0.17352762238997
"LMIC",2039,"Alt Scenario 1",0.226770025496703
"LMIC",2039,"Business as usual",0.247099450393806
"LMIC",2039,"Scenario 1",0.228965478474823
"LMIC",2039,"Scenario 2",0.226770025496703
"LMIC",2039,"Scenario 3",0.216752503287212
"LMIC",2039,"Scenario 4",0.206795180442128
"LMIC",2039,"Scenario 5",0.16776207562748
"LMIC",2040,"Alt Scenario 1",0.224643411899406
"LMIC",2040,"Business as usual",0.246306801048023
"LMIC",2040,"Scenario 1",0.227988038881555
"LMIC",2040,"Scenario 2",0.224643490646334
"LMIC",2040,"Scenario 3",0.213976554050684
"LMIC",2040,"Scenario 4",0.203383056984628
"LMIC",2040,"Scenario 5",0.161988583087003
"LMIC",2041,"Alt Scenario 1",0.222498392231185
"LMIC",2041,"Business as usual",0.245494213048096
"LMIC",2041,"Scenario 1",0.227043546107793
"LMIC",2041,"Scenario 2",0.222499227610901
"LMIC",2041,"Scenario 3",0.21118391321736
"LMIC",2041,"Scenario 4",0.199957739415272
"LMIC",2041,"Scenario 5",0.156252410234617
"LMIC",2042,"Alt Scenario 1",0.220314496521955
"LMIC",2042,"Business as usual",0.244636337433366
"LMIC",2042,"Scenario 1",0.226109457694432
"LMIC",2042,"Scenario 2",0.220342617782703
"LMIC",2042,"Scenario 3",0.208356440199616
"LMIC",2042,"Scenario 4",0.196503572396003
"LMIC",2042,"Scenario 5",0.152162866841806
"LMIC",2043,"Alt Scenario 1",0.218097772526737
"LMIC",2043,"Business as usual",0.24374078521673
"LMIC",2043,"Scenario 1",0.225195081584771
"LMIC",2043,"Scenario 2",0.218178257111274
"LMIC",2043,"Scenario 3",0.205500703496212
"LMIC",2043,"Scenario 4",0.193027741400173
"LMIC",2043,"Scenario 5",0.150401589105734
"LMIC",2044,"Alt Scenario 1",0.215900620353408
"LMIC",2044,"Business as usual",0.242864517891409
"LMIC",2044,"Scenario 1",0.22435005865305
"LMIC",2044,"Scenario 2",0.216080277163973
"LMIC",2044,"Scenario 3",0.202666934857045
"LMIC",2044,"Scenario 4",0.189578325443645
"LMIC",2044,"Scenario 5",0.148911309514789
"LMIC",2045,"Alt Scenario 1",0.21376082884594
"LMIC",2045,"Business as usual",0.242055743488604
"LMIC",2045,"Scenario 1",0.223612047297562
"LMIC",2045,"Scenario 2",0.214108097819266
"LMIC",2045,"Scenario 3",0.199891014678899
"LMIC",2045,"Scenario 4",0.186189273158581
"LMIC",2045,"Scenario 5",0.147664193254445
"LMIC",2046,"Alt Scenario 1",0.211682945707057
"LMIC",2046,"Business as usual",0.241323766574236
"LMIC",2046,"Scenario 1",0.222980615549486
"LMIC",2046,"Scenario 2",0.212266261921171
"LMIC",2046,"Scenario 3",0.197176363592962
"LMIC",2046,"Scenario 4",0.182862939915257
"LMIC",2046,"Scenario 5",0.146626231460843
"LMIC",2047,"Alt Scenario 1",0.209667449954322
"LMIC",2047,"Business as usual",0.240658085330553
"LMIC",2047,"Scenario 1",0.222459272659578
"LMIC",2047,"Scenario 2",0.210544507671888
"LMIC",2047,"Scenario 3",0.194525105406121
"LMIC",2047,"Scenario 4",0.179603257680255
"LMIC",2047,"Scenario 5",0.145782329301771
"LMIC",2048,"Alt Scenario 1",0.207685214527894
"LMIC",2048,"Business as usual",0.240026578074034
"LMIC",2048,"Scenario 1",0.222018369306218
"LMIC",2048,"Scenario 2",0.208908552551763
"LMIC",2048,"Scenario 3",0.191909412605277
"LMIC",2048,"Scenario 4",0.176383647787419
"LMIC",2048,"Scenario 5",0.145089837850041
"LMIC",2049,"Alt Scenario 1",0.205721302368829
"LMIC",2049,"Business as usual",0.239410839845386
"LMIC",2049,"Scenario 1",0.221633496900831
"LMIC",2049,"Scenario 2",0.207338846161632
"LMIC",2049,"Scenario 3",0.189314514663376
"LMIC",2049,"Scenario 4",0.173190601567247
"LMIC",2049,"Scenario 5",0.144520877989724
"LMIC",2050,"Alt Scenario 1",0.203736623283959
"LMIC",2050,"Business as usual",0.238763139391631
"LMIC",2050,"Scenario 1",0.221254894908281
"LMIC",2050,"Scenario 2",0.20580305124318
"LMIC",2050,"Scenario 3",0.186702896828895
"LMIC",2050,"Scenario 4",0.169990130841511
"LMIC",2050,"Scenario 5",0.144031431948603
"UMIC",2017,"Alt Scenario 1",0.21276232716663
"UMIC",2017,"Business as usual",0.21276232716663
"UMIC",2017,"Scenario 1",0.21276232716663
"UMIC",2017,"Scenario 2",0.21276232716663
"UMIC",2017,"Scenario 3",0.21276232716663
"UMIC",2017,"Scenario 4",0.21276232716663
"UMIC",2017,"Scenario 5",0.21276232716663
"UMIC",2018,"Alt Scenario 1",0.197165505659313
"UMIC",2018,"Business as usual",0.197165505659313
"UMIC",2018,"Scenario 1",0.197165505659313
"UMIC",2018,"Scenario 2",0.197165505659313
"UMIC",2018,"Scenario 3",0.197165505659313
"UMIC",2018,"Scenario 4",0.197165505659313
"UMIC",2018,"Scenario 5",0.197165505659313
"UMIC",2019,"Alt Scenario 1",0.195898035647029
"UMIC",2019,"Business as usual",0.195898035647029
"UMIC",2019,"Scenario 1",0.195898035647029
"UMIC",2019,"Scenario 2",0.195898035647029
"UMIC",2019,"Scenario 3",0.195898035647029
"UMIC",2019,"Scenario 4",0.195898035647029
"UMIC",2019,"Scenario 5",0.195898035647029
"UMIC",2020,"Alt Scenario 1",0.194692853168552
"UMIC",2020,"Business as usual",0.194692853168552
"UMIC",2020,"Scenario 1",0.194692853168552
"UMIC",2020,"Scenario 2",0.194692853168552
"UMIC",2020,"Scenario 3",0.194692853168552
"UMIC",2020,"Scenario 4",0.194692853168552
"UMIC",2020,"Scenario 5",0.194692853168552
"UMIC",2021,"Alt Scenario 1",0.193218908722971
"UMIC",2021,"Business as usual",0.193218908722971
"UMIC",2021,"Scenario 1",0.193218908722971
"UMIC",2021,"Scenario 2",0.193218908722971
"UMIC",2021,"Scenario 3",0.193218908722971
"UMIC",2021,"Scenario 4",0.193218908722971
"UMIC",2021,"Scenario 5",0.193218908722971
"UMIC",2022,"Alt Scenario 1",0.192121519555166
"UMIC",2022,"Business as usual",0.192121519555166
"UMIC",2022,"Scenario 1",0.192121519555166
"UMIC",2022,"Scenario 2",0.192121519555166
"UMIC",2022,"Scenario 3",0.192121519555166
"UMIC",2022,"Scenario 4",0.192121519555166
"UMIC",2022,"Scenario 5",0.192121519555166
"UMIC",2023,"Alt Scenario 1",0.191006064274854
"UMIC",2023,"Business as usual",0.191544775372096
"UMIC",2023,"Scenario 1",0.191006064274854
"UMIC",2023,"Scenario 2",0.191006064274854
"UMIC",2023,"Scenario 3",0.190700207296259
"UMIC",2023,"Scenario 4",0.190394068960776
"UMIC",2023,"Scenario 5",0.189168373810532
"UMIC",2024,"Alt Scenario 1",0.189740238612168
"UMIC",2024,"Business as usual",0.190927393986571
"UMIC",2024,"Scenario 1",0.189740238612168
"UMIC",2024,"Scenario 2",0.189740238612168
"UMIC",2024,"Scenario 3",0.189070299247557
"UMIC",2024,"Scenario 4",0.188399697417793
"UMIC",2024,"Scenario 5",0.185714113305455
"UMIC",2025,"Alt Scenario 1",0.189294300738218
"UMIC",2025,"Business as usual",0.191200443548794
"UMIC",2025,"Scenario 1",0.189294300738218
"UMIC",2025,"Scenario 2",0.189294300738218
"UMIC",2025,"Scenario 3",0.188222021557366
"UMIC",2025,"Scenario 4",0.187148801680878
"UMIC",2025,"Scenario 5",0.182851940082842
"UMIC",2026,"Alt Scenario 1",0.187864084810137
"UMIC",2026,"Business as usual",0.190526261732575
"UMIC",2026,"Scenario 1",0.187864084810137
"UMIC",2026,"Scenario 2",0.187864084810137
"UMIC",2026,"Scenario 3",0.186369387509469
"UMIC",2026,"Scenario 4",0.184873798706307
"UMIC",2026,"Scenario 5",0.178890061656721
"UMIC",2027,"Alt Scenario 1",0.186103379857715
"UMIC",2027,"Business as usual",0.189550894575574
"UMIC",2027,"Scenario 1",0.186103379857715
"UMIC",2027,"Scenario 2",0.186103379857715
"UMIC",2027,"Scenario 3",0.184170585381098
"UMIC",2027,"Scenario 4",0.182237436554199
"UMIC",2027,"Scenario 5",0.17451134721475
"UMIC",2028,"Alt Scenario 1",0.184594556129442
"UMIC",2028,"Business as usual",0.188863351618769
"UMIC",2028,"Scenario 1",0.184594556129442
"UMIC",2028,"Scenario 2",0.184594556129442
"UMIC",2028,"Scenario 3",0.182205463269408
"UMIC",2028,"Scenario 4",0.179817182375793
"UMIC",2028,"Scenario 5",0.170285229015963
"UMIC",2029,"Alt Scenario 1",0.18241761833828
"UMIC",2029,"Business as usual",0.187508312550351
"UMIC",2029,"Scenario 1",0.18241761833828
"UMIC",2029,"Scenario 2",0.18241761833828
"UMIC",2029,"Scenario 3",0.179570303745315
"UMIC",2029,"Scenario 4",0.176725748627085
"UMIC",2029,"Scenario 5",0.16539196841962
"UMIC",2030,"Alt Scenario 1",0.180882012375391
"UMIC",2030,"Business as usual",0.18683332233114
"UMIC",2030,"Scenario 1",0.180882012375391
"UMIC",2030,"Scenario 2",0.180882012375391
"UMIC",2030,"Scenario 3",0.177556677312233
"UMIC",2030,"Scenario 4",0.174236923963311
"UMIC",2030,"Scenario 5",0.16103518987769
"UMIC",2031,"Alt Scenario 1",0.179099638792609
"UMIC",2031,"Business as usual",0.185916587495345
"UMIC",2031,"Scenario 1",0.179099638792609
"UMIC",2031,"Scenario 2",0.179099638792609
"UMIC",2031,"Scenario 3",0.175292987879553
"UMIC",2031,"Scenario 4",0.171495708044719
"UMIC",2031,"Scenario 5",0.156427801460673
"UMIC",2032,"Alt Scenario 1",0.177541090074357
"UMIC",2032,"Business as usual",0.185245141901893
"UMIC",2032,"Scenario 1",0.177541090074357
"UMIC",2032,"Scenario 2",0.177541090074357
"UMIC",2032,"Scenario 3",0.17324193550265
"UMIC",2032,"Scenario 4",0.168956984081603
"UMIC",2032,"Scenario 5",0.151994378303161
"UMIC",2033,"Alt Scenario 1",0.176033251736218
"UMIC",2033,"Business as usual",0.184635500309928
"UMIC",2033,"Scenario 1",0.176033251736218
"UMIC",2033,"Scenario 2",0.176033251736218
"UMIC",2033,"Scenario 3",0.171234814138173
"UMIC",2033,"Scenario 4",0.166456515407743
"UMIC",2033,"Scenario 5",0.147589575217482
"UMIC",2034,"Alt Scenario 1",0.174353291397197
"UMIC",2034,"Business as usual",0.183848955437068
"UMIC",2034,"Scenario 1",0.174353295172722
"UMIC",2034,"Scenario 2",0.174353291397197
"UMIC",2034,"Scenario 3",0.169056626732686
"UMIC",2034,"Scenario 4",0.163787208096502
"UMIC",2034,"Scenario 5",0.143038936164536
"UMIC",2035,"Alt Scenario 1",0.172383050850638
"UMIC",2035,"Business as usual",0.182756727643118
"UMIC",2035,"Scenario 1",0.172383067108873
"UMIC",2035,"Scenario 2",0.172383050850638
"UMIC",2035,"Scenario 3",0.166596158086509
"UMIC",2035,"Scenario 4",0.160844871252123
"UMIC",2035,"Scenario 5",0.13826740845424
"UMIC",2036,"Alt Scenario 1",0.17019554495595
"UMIC",2036,"Business as usual",0.181437056512913
"UMIC",2036,"Scenario 1",0.170195609455529
"UMIC",2036,"Scenario 2",0.17019554495595
"UMIC",2036,"Scenario 3",0.163926439066455
"UMIC",2036,"Scenario 4",0.157702721136485
"UMIC",2036,"Scenario 5",0.13335080983731
"UMIC",2037,"Alt Scenario 1",0.168006189484595
"UMIC",2037,"Business as usual",0.180119889159654
"UMIC",2037,"Scenario 1",0.168006386165076
"UMIC",2037,"Scenario 2",0.168006189484595
"UMIC",2037,"Scenario 3",0.161257597022135
"UMIC",2037,"Scenario 4",0.15456572640887
"UMIC",2037,"Scenario 5",0.128474967573874
"UMIC",2038,"Alt Scenario 1",0.166032693747884
"UMIC",2038,"Business as usual",0.179044485296226
"UMIC",2038,"Scenario 1",0.166033233689055
"UMIC",2038,"Scenario 2",0.166032693747884
"UMIC",2038,"Scenario 3",0.158798751281455
"UMIC",2038,"Scenario 4",0.151634559095596
"UMIC",2038,"Scenario 5",0.123808581270209
"UMIC",2039,"Alt Scenario 1",0.164372475486844
"UMIC",2039,"Business as usual",0.17831531813347
"UMIC",2039,"Scenario 1",0.164374647294777
"UMIC",2039,"Scenario 2",0.164372475486844
"UMIC",2039,"Scenario 3",0.156640852280332
"UMIC",2039,"Scenario 4",0.148993755275274
"UMIC",2039,"Scenario 5",0.119418019450208
"UMIC",2040,"Alt Scenario 1",0.16298831533213
"UMIC",2040,"Business as usual",0.177889221501057
"UMIC",2040,"Scenario 1",0.162994791314345
"UMIC",2040,"Scenario 2",0.16298831533213
"UMIC",2040,"Scenario 3",0.154746295287437
"UMIC",2040,"Scenario 4",0.146605332490563
"UMIC",2040,"Scenario 5",0.115426047814276
"UMIC",2041,"Alt Scenario 1",0.161743211915441
"UMIC",2041,"Business as usual",0.177616343756603
"UMIC",2041,"Scenario 1",0.16176386859839
"UMIC",2041,"Scenario 2",0.161743211915441
"UMIC",2041,"Scenario 3",0.15298234324911
"UMIC",2041,"Scenario 4",0.144340895508241
"UMIC",2041,"Scenario 5",0.113011319446718
"UMIC",2042,"Alt Scenario 1",0.160547815908688
"UMIC",2042,"Business as usual",0.17739949810382
"UMIC",2042,"Scenario 1",0.160625851346854
"UMIC",2042,"Scenario 2",0.160547815908688
"UMIC",2042,"Scenario 3",0.151262430661161
"UMIC",2042,"Scenario 4",0.14211659929005
"UMIC",2042,"Scenario 5",0.111904584420312
"UMIC",2043,"Alt Scenario 1",0.159198179233041
"UMIC",2043,"Business as usual",0.177006306917951
"UMIC",2043,"Scenario 1",0.159417863740733
"UMIC",2043,"Scenario 2",0.159198061592875
"UMIC",2043,"Scenario 3",0.149395612176617
"UMIC",2043,"Scenario 4",0.139754593524993
"UMIC",2043,"Scenario 5",0.110916971188202
"UMIC",2044,"Alt Scenario 1",0.157721909258844
"UMIC",2044,"Business as usual",0.176465023032737
"UMIC",2044,"Scenario 1",0.15829877455486
"UMIC",2044,"Scenario 2",0.157721338530794
"UMIC",2044,"Scenario 3",0.147410204396911
"UMIC",2044,"Scenario 4",0.137284161097624
"UMIC",2044,"Scenario 5",0.110004323813993
"UMIC",2045,"Alt Scenario 1",0.156172024407889
"UMIC",2045,"Business as usual",0.175832279681426
"UMIC",2045,"Scenario 1",0.157519079639429
"UMIC",2045,"Scenario 2",0.156170640268423
"UMIC",2045,"Scenario 3",0.145358443133968
"UMIC",2045,"Scenario 4",0.134756729954749
"UMIC",2045,"Scenario 5",0.109177402011512
"UMIC",2046,"Alt Scenario 1",0.154595743926772
"UMIC",2046,"Business as usual",0.175160210434146
"UMIC",2046,"Scenario 1",0.15695068527654
"UMIC",2046,"Scenario 2",0.154591730712175
"UMIC",2046,"Scenario 3",0.143283807707385
"UMIC",2046,"Scenario 4",0.13221358458527
"UMIC",2046,"Scenario 5",0.108445614045098
"UMIC",2047,"Alt Scenario 1",0.152997959620559
"UMIC",2047,"Business as usual",0.174458705786058
"UMIC",2047,"Scenario 1",0.156410636856447
"UMIC",2047,"Scenario 2",0.152988190967145
"UMIC",2047,"Scenario 3",0.141193534280155
"UMIC",2047,"Scenario 4",0.129661639409134
"UMIC",2047,"Scenario 5",0.107799010331558
"UMIC",2048,"Alt Scenario 1",0.151414198795184
"UMIC",2048,"Business as usual",0.173751478666377
"UMIC",2048,"Scenario 1",0.155897212061398
"UMIC",2048,"Scenario 2",0.151374900085015
"UMIC",2048,"Scenario 3",0.139104035692145
"UMIC",2048,"Scenario 4",0.127119540306746
"UMIC",2048,"Scenario 5",0.107236524109574
"UMIC",2049,"Alt Scenario 1",0.149874861874312
"UMIC",2049,"Business as usual",0.173053930145194
"UMIC",2049,"Scenario 1",0.155408729092871
"UMIC",2049,"Scenario 2",0.149757499738309
"UMIC",2049,"Scenario 3",0.137028595587373
"UMIC",2049,"Scenario 4",0.124601638867059
"UMIC",2049,"Scenario 5",0.106752102923842
"UMIC",2050,"Alt Scenario 1",0.148464041316544
"UMIC",2050,"Business as usual",0.172322764212045
"UMIC",2050,"Scenario 1",0.154916470703394
"UMIC",2050,"Scenario 2",0.14811515766105
"UMIC",2050,"Scenario 3",0.134986464158987
"UMIC",2050,"Scenario 4",0.122160824076514
"UMIC",2050,"Scenario 5",0.106319975560168
