"wb2021","year","intervention","x50q30"
"UMIC",2029,"Business as usual",0.187721938188732
"UMIC",2029,"Scenario 1",0.186476392605571
"UMIC",2029,"Scenario 2",0.183945736715284
"UMIC",2029,"Scenario 3",0.182204814740039
"UMIC",2029,"Scenario 4",0.177527771492529
"UMIC",2030,"Business as usual",0.187201427863945
"UMIC",2030,"Scenario 1",0.185718367638166
"UMIC",2030,"Scenario 2",0.182686943081622
"UMIC",2030,"Scenario 3",0.180582974579618
"UMIC",2030,"Scenario 4",0.174909926365589
"UMIC",2031,"Business as usual",0.186473918262966
"UMIC",2031,"Scenario 1",0.184740793416163
"UMIC",2031,"Scenario 2",0.181178479449234
"UMIC",2031,"Scenario 3",0.178686316714232
"UMIC",2031,"Scenario 4",0.171977027997405
"UMIC",2032,"Business as usual",0.186055267338715
"UMIC",2032,"Scenario 1",0.184056764788102
"UMIC",2032,"Scenario 2",0.179924548998855
"UMIC",2032,"Scenario 3",0.177013464709923
"UMIC",2032,"Scenario 4",0.169566030482027
"UMIC",2033,"Business as usual",0.185742810790392
"UMIC",2033,"Scenario 1",0.183464395560578
"UMIC",2033,"Scenario 2",0.178725392148321
"UMIC",2033,"Scenario 3",0.17536633122883
"UMIC",2033,"Scenario 4",0.167371202540485
"UMIC",2034,"Business as usual",0.185307660519058
"UMIC",2034,"Scenario 1",0.182737562579741
"UMIC",2034,"Scenario 2",0.177360411672177
"UMIC",2034,"Scenario 3",0.173543212218888
"UMIC",2034,"Scenario 4",0.165016081261927
"UMIC",2035,"Business as usual",0.184614282145995
"UMIC",2035,"Scenario 1",0.181744446180681
"UMIC",2035,"Scenario 2",0.17570367867387
"UMIC",2035,"Scenario 3",0.171420372597886
"UMIC",2035,"Scenario 4",0.162359840875533
"UMIC",2036,"Business as usual",0.183722425400401
"UMIC",2036,"Scenario 1",0.180545667897948
"UMIC",2036,"Scenario 2",0.173815640765449
"UMIC",2036,"Scenario 3",0.16914287485198
"UMIC",2036,"Scenario 4",0.159443591744847
"UMIC",2037,"Business as usual",0.182852237696168
"UMIC",2037,"Scenario 1",0.179360299858981
"UMIC",2037,"Scenario 2",0.171909377764962
"UMIC",2037,"Scenario 3",0.167053475508485
"UMIC",2037,"Scenario 4",0.156606433858625
"UMIC",2038,"Business as usual",0.182245707197544
"UMIC",2038,"Scenario 1",0.178427400835322
"UMIC",2038,"Scenario 2",0.170213100418186
"UMIC",2038,"Scenario 3",0.165192048206888
"UMIC",2038,"Scenario 4",0.154036653540894
"UMIC",2039,"Business as usual",0.182019216529558
"UMIC",2039,"Scenario 1",0.177857915009542
"UMIC",2039,"Scenario 2",0.168828438804919
"UMIC",2039,"Scenario 3",0.163689067161721
"UMIC",2039,"Scenario 4",0.151790207033186
"UMIC",2040,"Business as usual",0.182141165489989
"UMIC",2040,"Scenario 1",0.17761909500596
"UMIC",2040,"Scenario 2",0.1677165757975
"UMIC",2040,"Scenario 3",0.162459572440848
"UMIC",2040,"Scenario 4",0.149829677986585
"UMIC",2041,"Business as usual",0.18246631442325
"UMIC",2041,"Scenario 1",0.177566811968904
"UMIC",2041,"Scenario 2",0.166737395623081
"UMIC",2041,"Scenario 3",0.161335931234373
"UMIC",2041,"Scenario 4",0.148045388847314
"UMIC",2042,"Business as usual",0.182871824632346
"UMIC",2042,"Scenario 1",0.177577968756528
"UMIC",2042,"Scenario 2",0.165771362494395
"UMIC",2042,"Scenario 3",0.160217174197872
"UMIC",2042,"Scenario 4",0.146312366295644
"UMIC",2043,"Business as usual",0.183095645012501
"UMIC",2043,"Scenario 1",0.177397721413024
"UMIC",2043,"Scenario 2",0.164577587755461
"UMIC",2043,"Scenario 3",0.158970366638717
"UMIC",2043,"Scenario 4",0.144415847590095
"UMIC",2044,"Business as usual",0.183159167828308
"UMIC",2044,"Scenario 1",0.177049135407206
"UMIC",2044,"Scenario 2",0.163179568784797
"UMIC",2044,"Scenario 3",0.157615686673151
"UMIC",2044,"Scenario 4",0.142416651208303
"UMIC",2045,"Business as usual",0.183120998273094
"UMIC",2045,"Scenario 1",0.176591525478208
"UMIC",2045,"Scenario 2",0.161634736679061
"UMIC",2045,"Scenario 3",0.156183853687534
"UMIC",2045,"Scenario 4",0.140348441965406
"UMIC",2046,"Business as usual",0.183032198097762
"UMIC",2046,"Scenario 1",0.176120748743058
"UMIC",2046,"Scenario 2",0.160062496808594
"UMIC",2046,"Scenario 3",0.15479594423892
"UMIC",2046,"Scenario 4",0.138349266199694
"UMIC",2047,"Business as usual",0.182889161044805
"UMIC",2047,"Scenario 1",0.175615741130312
"UMIC",2047,"Scenario 2",0.158433720294259
"UMIC",2047,"Scenario 3",0.153405565279658
"UMIC",2047,"Scenario 4",0.136385724540342
"UMIC",2048,"Business as usual",0.182710536367815
"UMIC",2048,"Scenario 1",0.175144201931988
"UMIC",2048,"Scenario 2",0.156853529078177
"UMIC",2048,"Scenario 3",0.152106410954911
"UMIC",2048,"Scenario 4",0.134725793801887
"UMIC",2049,"Business as usual",0.182508958808383
"UMIC",2049,"Scenario 1",0.174717348718893
"UMIC",2049,"Scenario 2",0.155355246218038
"UMIC",2049,"Scenario 3",0.150888458067071
"UMIC",2049,"Scenario 4",0.133292675800084
"UMIC",2050,"Business as usual",0.182315707899848
"UMIC",2050,"Scenario 1",0.174493875888273
"UMIC",2050,"Scenario 2",0.154244716872397
"UMIC",2050,"Scenario 3",0.149942038326863
"UMIC",2050,"Scenario 4",0.132313603474422
