"location_name","iso3","pp_cov","sp_cov","cause"
"Bulgaria","BGR",0.153702605345382,0.108758446686639,"hstroke"
"Burkina Faso","BFA",0.0434593696877826,0.000240224010043406,"hstroke"
"Burundi","BDI",0.0573590321235594,0.000145103426722971,"hstroke"
"Cabo Verde","CPV",0.0747378168805837,0.00951244052411665,"hstroke"
"Cambodia","KHM",0.11746579350651,0.0061407480317728,"hstroke"
"Cameroon","CMR",0.0375198059718392,0.00305332491693294,"hstroke"
"Canada","CAN",0.468199043174673,0.289711702175881,"hstroke"
"Central African Republic","CAF",0.031053560341979,0.000112383778860624,"hstroke"
"Chad","TCD",0.0598331336274364,0.000348975833752214,"hstroke"
"Chile","CHL",0.223929135779199,0.180031579071249,"hstroke"
"China","CHN",0.0995241735219036,0.0666991220811037,"hstroke"
"Colombia","COL",0.199305254633864,0.0857306043314198,"hstroke"
"Comoros","COM",0.0580302959544666,0.00212598869341255,"hstroke"
"Congo","COG",0.0515599125981508,0.00545650566935987,"hstroke"
"Costa Rica","CRI",0.316694740771892,0.125929614011998,"hstroke"
"Croatia","HRV",0.136299410626006,0.174798511331467,"hstroke"
"Cuba","CUB",0.201132814448597,0.0755895815228833,"hstroke"
"Cyprus","CYP",0.237458934915038,0.20259221573792,"hstroke"
"Czechia","CZE",0.268031141033038,0.237101625670675,"hstroke"
"Côte d'Ivoire","CIV",0.0465413899886606,0.0041016228921292,"hstroke"
"Democratic People's Republic of Korea","PRK",0.12928672495307,0.000626727989639102,"hstroke"
"Democratic Republic of the Congo","COD",0.0620362164214753,0.000186898932843217,"hstroke"
"Denmark","DNK",0.0815760503547993,0.1624085361239,"hstroke"
"Djibouti","DJI",0.0600710100773476,0.00396990881195781,"hstroke"
"Dominica","DMA",0.106842636039177,0.0606703025209637,"hstroke"
"Dominican Republic","DOM",0.130863102909227,0.0858787395200692,"hstroke"
"Ecuador","ECU",0.173868579281704,0.0680714275246995,"hstroke"
"Egypt","EGY",0.108053891745074,0.01657606623542,"hstroke"
"El Salvador","SLV",0.223209681286903,0.0215674532119183,"hstroke"
"Equatorial Guinea","GNQ",0.0702471245030959,0.0690335912992371,"hstroke"
"Eritrea","ERI",0.06854188635412,0.000280373756887947,"hstroke"
"Estonia","EST",0.106231620203796,0.140827734595242,"hstroke"
"Eswatini","SWZ",0.0656127191501087,0.0103518118930019,"hstroke"
"Ethiopia","ETH",0.0313709875052252,0.000187331054782347,"hstroke"
"Fiji","FJI",0.0718891251204892,0.0388042009011262,"hstroke"
"Finland","FIN",0.21587254904703,0.224635752318402,"hstroke"
"France","FRA",0.215902949011632,0.223593970835112,"hstroke"
"Gabon","GAB",0.074622273977798,0.0498384094029552,"hstroke"
"Gambia","GMB",0.0487421862559881,0.000333109183869206,"hstroke"
"Georgia","GEO",0.104746579711166,0.0645298427698108,"hstroke"
"Germany","DEU",0.354691523295923,0.267759738427458,"hstroke"
"Ghana","GHA",0.0977177710320717,0.00632395597300281,"hstroke"
"Greece","GRC",0.243666539853146,0.211961853486956,"hstroke"
"Grenada","GRD",0.118990798718342,0.0769284204658926,"hstroke"
"Guatemala","GTM",0.105400466042436,0.0348485971214751,"hstroke"
"Guinea","GIN",0.0366215845558292,0.000273475869858545,"hstroke"
"Guinea-Bissau","GNB",0.0575903889959539,0.000277675167410097,"hstroke"
"Guyana","GUY",0.117290225543796,0.0485194294051421,"hstroke"
"Haiti","HTI",0.0436098428388878,0.00256316323938101,"hstroke"
"Honduras","HND",0.182554728715918,0.0132382010016857,"hstroke"
"Hungary","HUN",0.16205439252193,0.184182552476393,"hstroke"
"Iceland","ISL",0.395554580849768,0.284580554718605,"hstroke"
"India","IND",0.0847280649039034,0.00817555502939882,"hstroke"
"Indonesia","IDN",0.0258171453792817,0.0083847067064681,"hstroke"
"Iran (Islamic Republic of)","IRN",0.143691203721471,0.0230811998415611,"hstroke"
"Iraq","IRQ",0.0728972013308214,0.0591944431104448,"hstroke"
"Ireland","IRL",0.195950979521129,0.224402743500658,"hstroke"
"Israel","ISR",0.196757161893282,0.201526165180652,"hstroke"
"Italy","ITA",0.210355815421207,0.220498385330553,"hstroke"
"Jamaica","JAM",0.111880896738804,0.0571412537940788,"hstroke"
"Japan","JPN",0.229760217378111,0.221328756128164,"hstroke"
"Jordan","JOR",0.18223453908542,0.0745772545039458,"hstroke"
"Kazakhstan","KAZ",0.198165024078771,0.14529390337633,"hstroke"
"Kenya","KEN",0.0298435068690187,0.00234420053983226,"hstroke"
"Kiribati","KIR",0.0350749792609029,0.00178140920844052,"hstroke"
"Kuwait","KWT",0.225048718854755,0.245189068096857,"hstroke"
"Kyrgyzstan","KGZ",0.0572719334871555,0.00633880155830489,"hstroke"
"Lao People's Democratic Republic","LAO",0.078964260249658,0.00826722757541987,"hstroke"
"Latvia","LVA",0.118628876261471,0.16679391889263,"hstroke"
"Lebanon","LBN",0.166992535833525,0.0825498154375816,"hstroke"
"Lesotho","LSO",0.097864672930122,0.00594368857622154,"hstroke"
"Liberia","LBR",0.0452071625358117,0.000197255057614352,"hstroke"
"Libya","LBY",0.0608184361513889,0.0438893912027085,"hstroke"
"Lithuania","LTU",0.091398229173902,0.16574459451042,"hstroke"
"Luxembourg","LUX",0.253430993756165,0.277977273912119,"hstroke"
"Madagascar","MDG",0.0326530014325401,0.000172519132919018,"hstroke"
"Malawi","MWI",0.0493183009538977,0.000176241545912242,"hstroke"
"Malaysia","MYS",0.121427620118976,0.0973729087111186,"hstroke"
"Maldives","MDV",0.0799456498414107,0.0477169851791013,"hstroke"
"Mali","MLI",0.0755838404699888,0.000425557036616744,"hstroke"
"Malta","MLT",0.338566818517401,0.253818836581565,"hstroke"
"Marshall Islands","MHL",0.0827947867450973,0.0184952101930666,"hstroke"
"Mauritania","MRT",0.0581615365971764,0.00417651172604937,"hstroke"
"Mauritius","MUS",0.227367921475422,0.123100672848924,"hstroke"
"Mexico","MEX",0.170064906457966,0.0892094064486301,"hstroke"
"Micronesia (Federated States of)","FSM",0.0783268026986581,0.00468134380314573,"hstroke"
"Mongolia","MNG",0.151339008347382,0.0214801452122337,"hstroke"
"Montenegro","MNE",0.151999322577936,0.102204546461617,"hstroke"
"Morocco","MAR",0.0583953338742156,0.00985717107292067,"hstroke"
"Mozambique","MOZ",0.0379030221243931,0.000145820620757658,"hstroke"
"Myanmar","MMR",0.0844981058289355,0.00815564916387797,"hstroke"
"Namibia","NAM",0.115090034033993,0.0525689666467398,"hstroke"
"Nepal","NPL",0.0401656325967694,0.00250577927402577,"hstroke"
"Netherlands","NLD",0.176805471426241,0.212737375876227,"hstroke"
"New Zealand","NZL",0.209540115533313,0.202742274314603,"hstroke"
"Nicaragua","NIC",0.192749854004073,0.0145364597261281,"hstroke"
"Niger","NER",0.0322308975002906,0.0001188292170635,"hstroke"
"Nigeria","NGA",0.0610067575245572,0.00675187296670605,"hstroke"
"North Macedonia","MKD",0.146681793543879,0.0885076944157763,"hstroke"
"Norway","NOR",0.229183688903838,0.248126117696775,"hstroke"
"Oman","OMN",0.0803822216014914,0.128927134173587,"hstroke"
"Pakistan","PAK",0.063658536592133,0.00714994818476581,"hstroke"
"Palestine","PSE",0.102942058272751,0.0103111554367843,"hstroke"
"Panama","PAN",0.183606234007246,0.113372731447286,"hstroke"
"Papua New Guinea","PNG",0.0560151159863044,0.00335254963303037,"hstroke"
"Paraguay","PRY",0.075958967495738,0.0444252047358572,"hstroke"
"Peru","PER",0.135552396483452,0.0606415285079634,"hstroke"
"Philippines","PHL",0.0971655217535373,0.0109314806682018,"hstroke"
"Poland","POL",0.231720351123852,0.211142999556313,"hstroke"
"Portugal","PRT",0.326988558936987,0.228944801377973,"hstroke"
"Puerto Rico","PRI",0.163860977206538,0.196999903784687,"hstroke"
"Qatar","QAT",0.193077919538667,0.267169330384767,"hstroke"
"Republic of Korea","KOR",0.407444309175874,0.272928818984478,"hstroke"
"Republic of Moldova","MDA",0.0492506635636765,0.0308888041474407,"hstroke"
"Romania","ROU",0.190965804176844,0.128593125420223,"hstroke"
"Russian Federation","RUS",0.113422540863056,0.110268879059161,"hstroke"
"Rwanda","RWA",0.0299353929916346,0.00015783544078224,"hstroke"
"Saint Lucia","LCA",0.13114429231481,0.0768911115984139,"hstroke"
"Saint Vincent and the Grenadines","VCT",0.124101788604908,0.0639397458074806,"hstroke"
"Samoa","WSM",0.0583136511437776,0.00562432596893939,"hstroke"
"Sao Tome and Principe","STP",0.050974372622594,0.00438983860963282,"hstroke"
"Saudi Arabia","SAU",0.141256385184052,0.17570807843364,"hstroke"
"Senegal","SEN",0.0490239027868117,0.00274659805638664,"hstroke"
"Serbia","SRB",0.162691427913418,0.102665607186868,"hstroke"
"Seychelles","SYC",0.179948795656766,0.18090356140226,"hstroke"
"Sierra Leone","SLE",0.0445235688600172,0.000210743918322842,"hstroke"
"Singapore","SGP",0.319195206980801,0.297973350966005,"hstroke"
"Slovakia","SVK",0.249025799032331,0.224657385024844,"hstroke"
"Slovenia","SVN",0.165897939421732,0.198894652907615,"hstroke"
"Solomon Islands","SLB",0.0348723308016938,0.00165645164447893,"hstroke"
"Somalia","SOM",0.0500863110354705,4.61143824009521e-05,"hstroke"
"South Africa","ZAF",0.130749574271853,0.0641565075835864,"hstroke"
"South Sudan","SSD",0.0623076299828696,0.00113000816408124,"hstroke"
"Spain","ESP",0.230245335807541,0.213073351978312,"hstroke"
"Sri Lanka","LKA",0.0952255347952334,0.0156952775353024,"hstroke"
"Sudan","SDN",0.0419902026048561,0.000505679328540854,"hstroke"
"Suriname","SUR",0.127266638264381,0.0770970545306739,"hstroke"
"Sweden","SWE",0.156606520020521,0.201870223871101,"hstroke"
"Switzerland","CHE",0.29373565636308,0.265214942000498,"hstroke"
"Syrian Arab Republic","SYR",0.111434022539753,0.0011391888251649,"hstroke"
"Taiwan (Province of China)","TWN",0.318184752123391,0.25590260277525,"hstroke"
"Tajikistan","TJK",0.0429181223266282,0.0047291770869868,"hstroke"
"Thailand","THA",0.167298415271213,0.0810558988121046,"hstroke"
"Timor-Leste","TLS",0.0637052030204907,0.00594470844367494,"hstroke"
"Togo","TGO",0.0486449799445049,0.000234398281377943,"hstroke"
"Tonga","TON",0.0524204607282752,0.0218050633136052,"hstroke"
"Trinidad and Tobago","TTO",0.140663667691802,0.159595644970165,"hstroke"
"Tunisia","TUN",0.086323429307311,0.0151136672642489,"hstroke"
"Turkey","TUR",0.206151628139898,0.117619142985857,"hstroke"
"Turkmenistan","TKM",0.0680010549798726,0.0818948188249172,"hstroke"
"Uganda","UGA",0.0387656345113092,0.000242549479156878,"hstroke"
"Ukraine","UKR",0.0828126882879107,0.0173349717314207,"hstroke"
"United Arab Emirates","ARE",0.127353577917092,0.176911956831187,"hstroke"
"United Kingdom","GBR",0.231446163354605,0.208057812530104,"hstroke"
"United Republic of Tanzania","TZA",0.0365801875790748,0.00211608187623274,"hstroke"
"United States of America","USA",0.381078051827482,0.296256887659822,"hstroke"
"Uruguay","URY",0.195189302604312,0.160972568661474,"hstroke"
"Uzbekistan","UZB",0.0989120256197635,0.0123428578965993,"hstroke"
"Vanuatu","VUT",0.0271748585074194,0.00216536664133522,"hstroke"
"Venezuela (Bolivarian Republic of)","VEN",0.197371547756491,0.0902322148722118,"hstroke"
"Viet Nam","VNM",0.0723114702566782,0.00719532912033453,"hstroke"
"Yemen","YEM",0.0895346076093567,0.000519901970615504,"hstroke"
"Zambia","ZMB",0.0471920750955297,0.0037881677828155,"hstroke"
"Zimbabwe","ZWE",0.0815491571485951,0.00342926588561565,"hstroke"
