"location_name","iso3","pp_cov","sp_cov"
"Costa Rica","CRI",0.240817443603711,0.105901132206016
"Croatia","HRV",0.101118589180226,0.220502478123453
"Cuba","CUB",0.138208093601865,0.0676992920907911
"Cyprus","CYP",0.181640447269489,0.251782856585894
"Czechia","CZE",0.216020346245993,0.289962719008971
"Côte d'Ivoire","CIV",0.0275805921726403,0.0104274378151009
"Democratic People's Republic of Korea","PRK",0.0769884624892975,0.0169694169315339
"Democratic Republic of the Congo","COD",0.0355278985703847,0.00646615115385761
"Denmark","DNK",0.0596742216393299,0.208772180472892
"Djibouti","DJI",0.035523027322784,0.0101315154410137
"Dominica","DMA",0.0703071877068678,0.0569514903010953
"Dominican Republic","DOM",0.0904738633696657,0.0764243952110095
"Ecuador","ECU",0.116181149620239,0.0626804438025472
"Egypt","EGY",0.0703792038091691,0.0326301396855691
"El Salvador","SLV",0.152192198947665,0.0401083938307598
"Equatorial Guinea","GNQ",0.0477780121418943,0.0644364744094945
"Eritrea","ERI",0.0396496068860366,0.00907668295905847
"Estonia","EST",0.0751368184723534,0.183928756076602
"Eswatini","SWZ",0.040968375078476,0.0222008051905611
"Ethiopia","ETH",0.0180207302658494,0.00665897155351271
"Fiji","FJI",0.0452247118238475,0.0395290419548615
"Finland","FIN",0.169054741589532,0.276616977479967
"France","FRA",0.168894846886516,0.275440263198788
